Record_Number,Listing_ID,Property_Title,Property_Type,Configuration,Price_2025_INR,Price_in_Lakhs_INR,Area_sqft,Bedrooms,Bathrooms,Price_per_Sqft,Locality,City,Zone,Builder_Owner,Construction_Status,RERA_Status,Facing,Furnishing,Price_2016_INR,Price_2017_INR,Price_2018_INR,Price_2019_INR,Price_2020_INR,Price_2021_INR,Price_2022_INR,Price_2023_INR,Price_2024_INR
309,1786023688-309,Oberoi Realty Serene Greens,5 BHK Villa,5 BHK,22220000.0,222.2,2445.0,5,4,9088.0,Bellandur,Bangalore,South,Oberoi Realty,Under Construction,Yes,East,Fully-Furnished,13332000.0,14443000.0,15554000.0,16665000.0,17776000.0,18887000.0,19998000.0,21109000.0,21775600.0
310,1786023688-310,Hiranandani Group Skyline Estate,1 BHK Flat,1 BHK,6070000.0,60.7,698.0,1,1,8696.0,Thanisandra,Bangalore,East,Hiranandani Group,Under Construction,Yes,North,Fully-Furnished,3642000.0,3945500.0,4249000.0,4552500.0,4856000.0,5159500.0,5463000.0,5766500.0,5948600.0
311,1786023688-311,Lodha Group Imperia Heights,2 BHK Flat,2 BHK,9620000.0,96.2,1146.0,2,2,8394.0,Marathahalli,Bangalore,West,Lodha Group,Under Construction,Yes,East,Semi-Furnished,5772000.0,6253000.0,6734000.0,7215000.0,7696000.0,8177000.0,8658000.0,9139000.0,9427600.0
312,1786023688-312,Aparna Constructions Elegance Villas,3 BHK Flat,3 BHK,16080000.0,160.8,1580.0,3,3,10177.0,Jayanagar,Bangalore,Central,Aparna Constructions,Ready To Move,Yes,West,Semi-Furnished,9648000.0,10452000.0,11256000.0,12060000.0,12864000.0,13668000.0,14472000.0,15276000.0,15758400.0
313,1786023688-313,Brigade Group Urban Towers,4 BHK Flat,4 BHK,15680000.0,156.8,1865.0,4,4,8408.0,Rajajinagar,Bangalore,North,Brigade Group,Under Construction,Yes,West,Semi-Furnished,9408000.0,10192000.0,10976000.0,11760000.0,12544000.0,13328000.0,14112000.0,14896000.0,15366400.0
314,1786023688-314,Puravankara Central Park,5 BHK Villa,5 BHK,18570000.0,185.7,2360.0,5,4,7869.0,Banashankari,Bangalore,East,Puravankara,Under Construction,Yes,East,Fully-Furnished,11142000.0,12070500.0,12999000.0,13927500.0,14856000.0,15784500.0,16713000.0,17641500.0,18198600.0
315,1786023688-315,Rustomjee Valley Court,1 BHK Flat,1 BHK,7380000.0,73.8,745.0,1,1,9906.0,Malleshwaram,Bangalore,West,Rustomjee,Under Construction,Yes,West,Fully-Furnished,4428000.0,4797000.0,5166000.0,5535000.0,5904000.0,6273000.0,6642000.0,7011000.0,7232400.0
316,1786023688-316,Tata Housing Heights Gardens,2 BHK Flat,2 BHK,8970000.0,89.7,1024.0,2,2,8760.0,Kaggadasapura,Bangalore,West,Tata Housing,Ready To Move,Yes,East,Unfurnished,5382000.0,5830500.0,6279000.0,6727500.0,7176000.0,7624500.0,8073000.0,8521500.0,8790600.0
317,1786023688-317,Mahindra Lifespaces Palms Haven,3 BHK Flat,3 BHK,13500000.0,135.0,1514.0,3,3,8917.0,BTM Layout,Bangalore,West,Mahindra Lifespaces,Ready To Move,Yes,North,Unfurnished,8100000.0,8775000.0,9450000.0,10125000.0,10800000.0,11475000.0,12150000.0,12825000.0,13230000.0
318,1786023688-318,Casagrand Vista Enclave,4 BHK Flat,4 BHK,19990000.0,199.9,1972.0,4,4,10137.0,JP Nagar,Bangalore,South,Casagrand,Under Construction,Yes,North,Semi-Furnished,11994000.0,12993500.0,13993000.0,14992500.0,15992000.0,16991500.0,17991000.0,18990500.0,19590200.0
319,1786023688-319,Kolte-Patil Avenue Square,5 BHK Villa,5 BHK,22450000.0,224.5,2446.0,5,4,9178.0,C V Raman Nagar,Bangalore,South,Kolte-Patil,Under Construction,Yes,West,Unfurnished,13470000.0,14592500.0,15715000.0,16837500.0,17960000.0,19082500.0,20205000.0,21327500.0,22001000.0
320,1786023688-320,Piramal Realty Oasis Plaza,1 BHK Flat,1 BHK,5360000.0,53.6,649.0,1,1,8259.0,Varthur,Bangalore,South,Piramal Realty,Under Construction,Yes,West,Semi-Furnished,3216000.0,3484000.0,3752000.0,4020000.0,4288000.0,4556000.0,4824000.0,5092000.0,5252800.0
321,1786023688-321,Prestige Group Solitaire Terraces,2 BHK Flat,2 BHK,11280000.0,112.8,1157.0,2,2,9749.0,Whitefield,Bangalore,East,Prestige Group,Under Construction,Yes,North-East,Fully-Furnished,6768000.0,7332000.0,7896000.0,8460000.0,9024000.0,9588000.0,10152000.0,10716000.0,11054400.0
322,1786023688-322,DLF Limited Signature Residences,3 BHK Flat,3 BHK,11900000.0,119.0,1531.0,3,3,7773.0,Koramangala,Bangalore,Central,DLF Limited,Under Construction,Yes,West,Fully-Furnished,7140000.0,7735000.0,8330000.0,8925000.0,9520000.0,10115000.0,10710000.0,11305000.0,11662000.0
323,1786023688-323,Godrej Properties Crown Greens,4 BHK Flat,4 BHK,19220000.0,192.2,1888.0,4,4,10180.0,Indiranagar,Bangalore,West,Godrej Properties,Ready To Move,Yes,North-East,Unfurnished,11532000.0,12493000.0,13454000.0,14415000.0,15376000.0,16337000.0,17298000.0,18259000.0,18835600.0
324,1786023688-324,Sobha Limited Royal Estate,5 BHK Villa,5 BHK,20340000.0,203.4,2455.0,5,4,8285.0,HSR Layout,Bangalore,South,Sobha Limited,Under Construction,Yes,North,Unfurnished,12204000.0,13221000.0,14238000.0,15255000.0,16272000.0,17289000.0,18306000.0,19323000.0,19933200.0
325,1786023688-325,Oberoi Realty Grand Heights,1 BHK Flat,1 BHK,5080000.0,50.8,725.0,1,1,7007.0,Electronic City,Bangalore,South,Oberoi Realty,Under Construction,Yes,North-East,Unfurnished,3048000.0,3302000.0,3556000.0,3810000.0,4064000.0,4318000.0,4572000.0,4826000.0,4978400.0
326,1786023688-326,Hiranandani Group Emerald Villas,2 BHK Flat,2 BHK,11690000.0,116.9,1178.0,2,2,9924.0,Hebbal,Bangalore,West,Hiranandani Group,Under Construction,Yes,North-East,Fully-Furnished,7014000.0,7598500.0,8183000.0,8767500.0,9352000.0,9936500.0,10521000.0,11105500.0,11456200.0
327,1786023688-327,Lodha Group Serene Towers,3 BHK Flat,3 BHK,13140000.0,131.4,1486.0,3,3,8843.0,Yelahanka,Bangalore,Central,Lodha Group,Ready To Move,Yes,North,Fully-Furnished,7884000.0,8541000.0,9198000.0,9855000.0,10512000.0,11169000.0,11826000.0,12483000.0,12877200.0
328,1786023688-328,Aparna Constructions Skyline Park,4 BHK Flat,4 BHK,13740000.0,137.4,1992.0,4,4,6898.0,Sarjapur Road,Bangalore,North,Aparna Constructions,Ready To Move,Yes,North,Unfurnished,8244000.0,8931000.0,9618000.0,10305000.0,10992000.0,11679000.0,12366000.0,13053000.0,13465200.0
329,1786023688-329,Brigade Group Imperia Court,5 BHK Villa,5 BHK,22460000.0,224.6,2490.0,5,4,9020.0,Bellandur,Bangalore,West,Brigade Group,Ready To Move,Yes,East,Semi-Furnished,13476000.0,14599000.0,15722000.0,16845000.0,17968000.0,19091000.0,20214000.0,21337000.0,22010800.0
330,1786023688-330,Puravankara Elegance Gardens,1 BHK Flat,1 BHK,7160000.0,71.6,711.0,1,1,10070.0,Thanisandra,Bangalore,East,Puravankara,Ready To Move,Yes,West,Unfurnished,4296000.0,4654000.0,5012000.0,5370000.0,5728000.0,6086000.0,6444000.0,6802000.0,7016800.0
331,1786023688-331,Rustomjee Urban Haven,2 BHK Flat,2 BHK,10250000.0,102.5,1088.0,2,2,9421.0,Marathahalli,Bangalore,West,Rustomjee,Ready To Move,Yes,East,Fully-Furnished,6150000.0,6662500.0,7175000.0,7687500.0,8200000.0,8712500.0,9225000.0,9737500.0,10045000.0
332,1786023688-332,Tata Housing Central Enclave,3 BHK Flat,3 BHK,11750000.0,117.5,1607.0,3,3,7312.0,Jayanagar,Bangalore,East,Tata Housing,Under Construction,Yes,North-East,Unfurnished,7050000.0,7637500.0,8225000.0,8812500.0,9400000.0,9987500.0,10575000.0,11162500.0,11515000.0
333,1786023688-333,Mahindra Lifespaces Valley Square,4 BHK Flat,4 BHK,19670000.0,196.7,2023.0,4,4,9723.0,Rajajinagar,Bangalore,East,Mahindra Lifespaces,Ready To Move,Yes,West,Semi-Furnished,11802000.0,12785500.0,13769000.0,14752500.0,15736000.0,16719500.0,17703000.0,18686500.0,19276600.0
334,1786023688-334,Casagrand Heights Plaza,5 BHK Villa,5 BHK,19460000.0,194.6,2389.0,5,4,8146.0,Banashankari,Bangalore,East,Casagrand,Under Construction,Yes,East,Unfurnished,11676000.0,12649000.0,13622000.0,14595000.0,15568000.0,16541000.0,17514000.0,18487000.0,19070800.0
335,1786023688-335,Kolte-Patil Palms Terraces,1 BHK Flat,1 BHK,7240000.0,72.4,747.0,1,1,9692.0,Malleshwaram,Bangalore,West,Kolte-Patil,Ready To Move,Yes,North-East,Fully-Furnished,4344000.0,4706000.0,5068000.0,5430000.0,5792000.0,6154000.0,6516000.0,6878000.0,7095200.0
336,1786023688-336,Piramal Realty Vista Residences,2 BHK Flat,2 BHK,8110000.0,81.1,1006.0,2,2,8062.0,Kaggadasapura,Bangalore,West,Piramal Realty,Under Construction,Yes,East,Unfurnished,4866000.0,5271500.0,5677000.0,6082500.0,6488000.0,6893500.0,7299000.0,7704500.0,7947800.0
337,1786023688-337,Prestige Group Avenue Greens,3 BHK Flat,3 BHK,12070000.0,120.7,1406.0,3,3,8585.0,BTM Layout,Bangalore,South,Prestige Group,Ready To Move,Yes,West,Semi-Furnished,7242000.0,7845500.0,8449000.0,9052500.0,9656000.0,10259500.0,10863000.0,11466500.0,11828600.0
338,1786023688-338,DLF Limited Oasis Estate,4 BHK Flat,4 BHK,14350000.0,143.5,2072.0,4,4,6926.0,JP Nagar,Bangalore,South,DLF Limited,Under Construction,Yes,West,Unfurnished,8610000.0,9327500.0,10045000.0,10762500.0,11480000.0,12197500.0,12915000.0,13632500.0,14063000.0
339,1786023688-339,Godrej Properties Solitaire Heights,5 BHK Villa,5 BHK,19920000.0,199.2,2401.0,5,4,8297.0,C V Raman Nagar,Bangalore,Central,Godrej Properties,Under Construction,Yes,North,Fully-Furnished,11952000.0,12948000.0,13944000.0,14940000.0,15936000.0,16932000.0,17928000.0,18924000.0,19521600.0
340,1786023688-340,Sobha Limited Signature Villas,1 BHK Flat,1 BHK,5310000.0,53.1,716.0,1,1,7416.0,Varthur,Bangalore,East,Sobha Limited,Ready To Move,Yes,North,Unfurnished,3186000.0,3451500.0,3717000.0,3982500.0,4248000.0,4513500.0,4779000.0,5044500.0,5203800.0
341,1786023688-341,Oberoi Realty Crown Towers,2 BHK Flat,2 BHK,8640000.0,86.4,989.0,2,2,8736.0,Whitefield,Bangalore,West,Oberoi Realty,Under Construction,Yes,West,Fully-Furnished,5184000.0,5616000.0,6048000.0,6480000.0,6912000.0,7344000.0,7776000.0,8208000.0,8467200.0
342,1786023688-342,Hiranandani Group Royal Park,3 BHK Flat,3 BHK,11680000.0,116.8,1594.0,3,3,7327.0,Koramangala,Bangalore,West,Hiranandani Group,Ready To Move,Yes,North,Unfurnished,7008000.0,7592000.0,8176000.0,8760000.0,9344000.0,9928000.0,10512000.0,11096000.0,11446400.0
343,1786023688-343,Lodha Group Grand Court,4 BHK Flat,4 BHK,14690000.0,146.9,2099.0,4,4,6999.0,Indiranagar,Bangalore,Central,Lodha Group,Ready To Move,Yes,East,Fully-Furnished,8814000.0,9548500.0,10283000.0,11017500.0,11752000.0,12486500.0,13221000.0,13955500.0,14396200.0
344,1786023688-344,Aparna Constructions Emerald Gardens,5 BHK Villa,5 BHK,18990000.0,189.9,2340.0,5,4,8115.0,HSR Layout,Bangalore,Central,Aparna Constructions,Under Construction,Yes,North,Fully-Furnished,11394000.0,12343500.0,13293000.0,14242500.0,15192000.0,16141500.0,17091000.0,18040500.0,18610200.0
345,1786023688-345,Brigade Group Serene Haven,1 BHK Flat,1 BHK,6620000.0,66.2,669.0,1,1,9895.0,Electronic City,Bangalore,East,Brigade Group,Under Construction,Yes,North-East,Fully-Furnished,3972000.0,4303000.0,4634000.0,4965000.0,5296000.0,5627000.0,5958000.0,6289000.0,6487600.0
346,1786023688-346,Puravankara Skyline Enclave,2 BHK Flat,2 BHK,7090000.0,70.9,1003.0,2,2,7069.0,Hebbal,Bangalore,North,Puravankara,Under Construction,Yes,North-East,Semi-Furnished,4254000.0,4608500.0,4963000.0,5317500.0,5672000.0,6026500.0,6381000.0,6735500.0,6948200.0
347,1786023688-347,Rustomjee Imperia Square,3 BHK Flat,3 BHK,15580000.0,155.8,1571.0,3,3,9917.0,Yelahanka,Bangalore,West,Rustomjee,Ready To Move,Yes,West,Semi-Furnished,9348000.0,10127000.0,10906000.0,11685000.0,12464000.0,13243000.0,14022000.0,14801000.0,15268400.0
348,1786023688-348,Tata Housing Elegance Plaza,4 BHK Flat,4 BHK,15900000.0,159.0,2089.0,4,4,7611.0,Sarjapur Road,Bangalore,South,Tata Housing,Under Construction,Yes,North,Unfurnished,9540000.0,10335000.0,11130000.0,11925000.0,12720000.0,13515000.0,14310000.0,15105000.0,15582000.0
349,1786023688-349,Mahindra Lifespaces Urban Terraces,5 BHK Villa,5 BHK,20200000.0,202.0,2482.0,5,4,8139.0,Bellandur,Bangalore,South,Mahindra Lifespaces,Under Construction,Yes,West,Semi-Furnished,12120000.0,13130000.0,14140000.0,15150000.0,16160000.0,17170000.0,18180000.0,19190000.0,19796000.0
350,1786023688-350,Casagrand Central Residences,1 BHK Flat,1 BHK,6610000.0,66.1,648.0,1,1,10201.0,Thanisandra,Bangalore,East,Casagrand,Under Construction,Yes,East,Semi-Furnished,3966000.0,4296500.0,4627000.0,4957500.0,5288000.0,5618500.0,5949000.0,6279500.0,6477800.0
351,1786023688-351,Kolte-Patil Valley Greens,2 BHK Flat,2 BHK,11480000.0,114.8,1173.0,2,2,9787.0,Marathahalli,Bangalore,East,Kolte-Patil,Under Construction,Yes,North-East,Semi-Furnished,6888000.0,7462000.0,8036000.0,8610000.0,9184000.0,9758000.0,10332000.0,10906000.0,11250400.0
352,1786023688-352,Piramal Realty Heights Estate,3 BHK Flat,3 BHK,15850000.0,158.5,1590.0,3,3,9969.0,Jayanagar,Bangalore,Central,Piramal Realty,Under Construction,Yes,North,Fully-Furnished,9510000.0,10302500.0,11095000.0,11887500.0,12680000.0,13472500.0,14265000.0,15057500.0,15533000.0
353,1786023688-353,Prestige Group Palms Heights,4 BHK Flat,4 BHK,20880000.0,208.8,2065.0,4,4,10111.0,Rajajinagar,Bangalore,West,Prestige Group,Under Construction,Yes,North-East,Fully-Furnished,12528000.0,13572000.0,14616000.0,15660000.0,16704000.0,17748000.0,18792000.0,19836000.0,20462400.0
354,1786023688-354,DLF Limited Vista Villas,5 BHK Villa,5 BHK,23920000.0,239.2,2380.0,5,4,10050.0,Banashankari,Bangalore,West,DLF Limited,Ready To Move,Yes,East,Semi-Furnished,14352000.0,15548000.0,16744000.0,17940000.0,19136000.0,20332000.0,21528000.0,22724000.0,23441600.0
355,1786023688-355,Godrej Properties Avenue Towers,1 BHK Flat,1 BHK,4900000.0,49.0,593.0,1,1,8263.0,Malleshwaram,Bangalore,East,Godrej Properties,Under Construction,Yes,North,Semi-Furnished,2940000.0,3185000.0,3430000.0,3675000.0,3920000.0,4165000.0,4410000.0,4655000.0,4802000.0
356,1786023688-356,Sobha Limited Oasis Park,2 BHK Flat,2 BHK,9260000.0,92.6,1031.0,2,2,8982.0,Kaggadasapura,Bangalore,Central,Sobha Limited,Ready To Move,Yes,East,Unfurnished,5556000.0,6019000.0,6482000.0,6945000.0,7408000.0,7871000.0,8334000.0,8797000.0,9074800.0
357,1786023688-357,Oberoi Realty Solitaire Court,3 BHK Flat,3 BHK,13500000.0,135.0,1573.0,3,3,8582.0,BTM Layout,Bangalore,South,Oberoi Realty,Under Construction,Yes,North-East,Unfurnished,8100000.0,8775000.0,9450000.0,10125000.0,10800000.0,11475000.0,12150000.0,12825000.0,13230000.0
358,1786023688-358,Hiranandani Group Signature Gardens,4 BHK Flat,4 BHK,17580000.0,175.8,1929.0,4,4,9114.0,JP Nagar,Bangalore,South,Hiranandani Group,Under Construction,Yes,West,Fully-Furnished,10548000.0,11427000.0,12306000.0,13185000.0,14064000.0,14943000.0,15822000.0,16701000.0,17228400.0
359,1786023688-359,Lodha Group Crown Haven,5 BHK Villa,5 BHK,17580000.0,175.8,2370.0,5,4,7418.0,C V Raman Nagar,Bangalore,North,Lodha Group,Under Construction,Yes,West,Fully-Furnished,10548000.0,11427000.0,12306000.0,13185000.0,14064000.0,14943000.0,15822000.0,16701000.0,17228400.0
360,1786023688-360,Aparna Constructions Royal Enclave,1 BHK Flat,1 BHK,5090000.0,50.9,668.0,1,1,7620.0,Varthur,Bangalore,South,Aparna Constructions,Ready To Move,Yes,West,Unfurnished,3054000.0,3308500.0,3563000.0,3817500.0,4072000.0,4326500.0,4581000.0,4835500.0,4988200.0
361,1786023688-361,Brigade Group Grand Square,2 BHK Flat,2 BHK,8900000.0,89.0,987.0,2,2,9017.0,Whitefield,Bangalore,Central,Brigade Group,Ready To Move,Yes,East,Fully-Furnished,5340000.0,5785000.0,6230000.0,6675000.0,7120000.0,7565000.0,8010000.0,8455000.0,8722000.0
362,1786023688-362,Puravankara Emerald Plaza,3 BHK Flat,3 BHK,12640000.0,126.4,1625.0,3,3,7778.0,Koramangala,Bangalore,Central,Puravankara,Under Construction,Yes,North,Unfurnished,7584000.0,8216000.0,8848000.0,9480000.0,10112000.0,10744000.0,11376000.0,12008000.0,12387200.0
363,1786023688-363,Rustomjee Serene Terraces,4 BHK Flat,4 BHK,17740000.0,177.4,1943.0,4,4,9130.0,Indiranagar,Bangalore,West,Rustomjee,Ready To Move,Yes,West,Semi-Furnished,10644000.0,11531000.0,12418000.0,13305000.0,14192000.0,15079000.0,15966000.0,16853000.0,17385200.0
364,1786023688-364,Tata Housing Skyline Residences,5 BHK Villa,5 BHK,18870000.0,188.7,2352.0,5,4,8023.0,HSR Layout,Bangalore,West,Tata Housing,Ready To Move,Yes,East,Fully-Furnished,11322000.0,12265500.0,13209000.0,14152500.0,15096000.0,16039500.0,16983000.0,17926500.0,18492600.0
365,1786023688-365,Mahindra Lifespaces Imperia Greens,1 BHK Flat,1 BHK,5160000.0,51.6,527.0,1,1,9791.0,Electronic City,Bangalore,South,Mahindra Lifespaces,Under Construction,Yes,East,Semi-Furnished,3096000.0,3354000.0,3612000.0,3870000.0,4128000.0,4386000.0,4644000.0,4902000.0,5056800.0
366,1786023688-366,Casagrand Elegance Estate,2 BHK Flat,2 BHK,9140000.0,91.4,1090.0,2,2,8385.0,Hebbal,Bangalore,South,Casagrand,Ready To Move,Yes,East,Fully-Furnished,5484000.0,5941000.0,6398000.0,6855000.0,7312000.0,7769000.0,8226000.0,8683000.0,8957200.0
367,1786023688-367,Kolte-Patil Urban Heights,3 BHK Flat,3 BHK,14330000.0,143.3,1527.0,3,3,9384.0,Yelahanka,Bangalore,East,Kolte-Patil,Under Construction,Yes,East,Semi-Furnished,8598000.0,9314500.0,10031000.0,10747500.0,11464000.0,12180500.0,12897000.0,13613500.0,14043400.0
368,1786023688-368,Piramal Realty Central Villas,4 BHK Flat,4 BHK,16410000.0,164.1,1887.0,4,4,8696.0,Sarjapur Road,Bangalore,West,Piramal Realty,Under Construction,Yes,West,Fully-Furnished,9846000.0,10666500.0,11487000.0,12307500.0,13128000.0,13948500.0,14769000.0,15589500.0,16081800.0
369,1786023688-369,Prestige Group Valley Towers,5 BHK Villa,5 BHK,20610000.0,206.1,2331.0,5,4,8842.0,Bellandur,Bangalore,Central,Prestige Group,Ready To Move,Yes,North-East,Unfurnished,12366000.0,13396500.0,14427000.0,15457500.0,16488000.0,17518500.0,18549000.0,19579500.0,20197800.0
370,1786023688-370,DLF Limited Heights Park,1 BHK Flat,1 BHK,5630000.0,56.3,708.0,1,1,7952.0,Thanisandra,Bangalore,Central,DLF Limited,Ready To Move,Yes,West,Fully-Furnished,3378000.0,3659500.0,3941000.0,4222500.0,4504000.0,4785500.0,5067000.0,5348500.0,5517400.0
371,1786023688-371,Godrej Properties Palms Court,2 BHK Flat,2 BHK,7470000.0,74.7,1043.0,2,2,7162.0,Marathahalli,Bangalore,South,Godrej Properties,Under Construction,Yes,East,Semi-Furnished,4482000.0,4855500.0,5229000.0,5602500.0,5976000.0,6349500.0,6723000.0,7096500.0,7320600.0
372,1786023688-372,Sobha Limited Vista Gardens,3 BHK Flat,3 BHK,13570000.0,135.7,1628.0,3,3,8335.0,Jayanagar,Bangalore,South,Sobha Limited,Under Construction,Yes,East,Fully-Furnished,8142000.0,8820500.0,9499000.0,10177500.0,10856000.0,11534500.0,12213000.0,12891500.0,13298600.0
373,1786023688-373,Oberoi Realty Avenue Haven,4 BHK Flat,4 BHK,17030000.0,170.3,1980.0,4,4,8601.0,Rajajinagar,Bangalore,North,Oberoi Realty,Ready To Move,Yes,North-East,Unfurnished,10218000.0,11069500.0,11921000.0,12772500.0,13624000.0,14475500.0,15327000.0,16178500.0,16689400.0
374,1786023688-374,Hiranandani Group Oasis Enclave,5 BHK Villa,5 BHK,19660000.0,196.6,2400.0,5,4,8192.0,Banashankari,Bangalore,Central,Hiranandani Group,Ready To Move,Yes,East,Fully-Furnished,11796000.0,12779000.0,13762000.0,14745000.0,15728000.0,16711000.0,17694000.0,18677000.0,19266800.0
375,1786023688-375,Lodha Group Solitaire Square,1 BHK Flat,1 BHK,4450000.0,44.5,551.0,1,1,8076.0,Malleshwaram,Bangalore,Central,Lodha Group,Ready To Move,Yes,East,Semi-Furnished,2670000.0,2892500.0,3115000.0,3337500.0,3560000.0,3782500.0,4005000.0,4227500.0,4361000.0
376,1786023688-376,Aparna Constructions Signature Plaza,2 BHK Flat,2 BHK,7570000.0,75.7,1102.0,2,2,6869.0,Kaggadasapura,Bangalore,South,Aparna Constructions,Under Construction,Yes,North-East,Semi-Furnished,4542000.0,4920500.0,5299000.0,5677500.0,6056000.0,6434500.0,6813000.0,7191500.0,7418600.0
377,1786023688-377,Brigade Group Crown Terraces,3 BHK Flat,3 BHK,15070000.0,150.7,1490.0,3,3,10114.0,BTM Layout,Bangalore,South,Brigade Group,Under Construction,Yes,East,Unfurnished,9042000.0,9795500.0,10549000.0,11302500.0,12056000.0,12809500.0,13563000.0,14316500.0,14768600.0
378,1786023688-378,Puravankara Royal Residences,4 BHK Flat,4 BHK,18840000.0,188.4,1978.0,4,4,9525.0,JP Nagar,Bangalore,Central,Puravankara,Ready To Move,Yes,East,Semi-Furnished,11304000.0,12246000.0,13188000.0,14130000.0,15072000.0,16014000.0,16956000.0,17898000.0,18463200.0
379,1786023688-379,Rustomjee Grand Greens,5 BHK Villa,5 BHK,23240000.0,232.4,2332.0,5,4,9966.0,C V Raman Nagar,Bangalore,North,Rustomjee,Ready To Move,Yes,North-East,Unfurnished,13944000.0,15106000.0,16268000.0,17430000.0,18592000.0,19754000.0,20916000.0,22078000.0,22775200.0
380,1786023688-380,Tata Housing Emerald Estate,1 BHK Flat,1 BHK,5430000.0,54.3,732.0,1,1,7418.0,Varthur,Bangalore,South,Tata Housing,Ready To Move,Yes,North,Fully-Furnished,3258000.0,3529500.0,3801000.0,4072500.0,4344000.0,4615500.0,4887000.0,5158500.0,5321400.0
381,1786023688-381,Mahindra Lifespaces Serene Heights,2 BHK Flat,2 BHK,8840000.0,88.4,1096.0,2,2,8066.0,Whitefield,Bangalore,South,Mahindra Lifespaces,Ready To Move,Yes,East,Semi-Furnished,5304000.0,5746000.0,6188000.0,6630000.0,7072000.0,7514000.0,7956000.0,8398000.0,8663200.0
382,1786023688-382,Casagrand Skyline Villas,3 BHK Flat,3 BHK,10900000.0,109.0,1426.0,3,3,7644.0,Koramangala,Bangalore,North,Casagrand,Ready To Move,Yes,North,Semi-Furnished,6540000.0,7085000.0,7630000.0,8175000.0,8720000.0,9265000.0,9810000.0,10355000.0,10682000.0
383,1786023688-383,Kolte-Patil Imperia Towers,4 BHK Flat,4 BHK,14160000.0,141.6,1993.0,4,4,7105.0,Indiranagar,Bangalore,North,Kolte-Patil,Ready To Move,Yes,North,Unfurnished,8496000.0,9204000.0,9912000.0,10620000.0,11328000.0,12036000.0,12744000.0,13452000.0,13876800.0
384,1786023688-384,Piramal Realty Elegance Park,5 BHK Villa,5 BHK,19330000.0,193.3,2340.0,5,4,8261.0,HSR Layout,Bangalore,East,Piramal Realty,Ready To Move,Yes,West,Semi-Furnished,11598000.0,12564500.0,13531000.0,14497500.0,15464000.0,16430500.0,17397000.0,18363500.0,18943400.0
385,1786023688-385,Prestige Group Urban Court,1 BHK Flat,1 BHK,4580000.0,45.8,615.0,1,1,7447.0,Electronic City,Bangalore,South,Prestige Group,Ready To Move,Yes,East,Unfurnished,2748000.0,2977000.0,3206000.0,3435000.0,3664000.0,3893000.0,4122000.0,4351000.0,4488400.0
386,1786023688-386,DLF Limited Central Gardens,2 BHK Flat,2 BHK,8210000.0,82.1,1010.0,2,2,8129.0,Hebbal,Bangalore,South,DLF Limited,Under Construction,Yes,East,Fully-Furnished,4926000.0,5336500.0,5747000.0,6157500.0,6568000.0,6978500.0,7389000.0,7799500.0,8045800.0
